"id","FrontalSync","CentralSync","ParietalSync","trial"
"MOD1022",0.108943297731513,0.205903922789637,-0.102964680474947,"Std"
"MOD1025",0.213111872209828,0.0404233272782021,0.36905131337474,"Std"
"MOD1051",0.103684343089334,0.0667541143970977,-0.0166207690561803,"Std"
"MOD1054",0.10671702381782,-0.00253239381347447,0.138612079400079,"Std"
"MOD1058",0.0734885709506707,0.0240735363167043,0.21761423741811,"Std"
"MOD1085",0.0520864826843925,0.0537563405590199,-0.0184867681235868,"Std"
"MOD1118",0.00364927869278757,-0.0261093269452448,-0.0387754554854277,"Std"
"MOD1126",0.0802865540196943,0.0618251743513477,-0.0095262121205456,"Std"
"MOD1131",0.0358798976784502,0.530570709046062,0.00126600697066822,"Std"
"MOD1135",0.21169036606629,-0.0620780486485002,0.116935640047127,"Std"
"MOD1136",0.14143523880921,0.0366198481439252,0.0449383945276157,"Std"
"MOD1146",0.122295607185432,0.0556112426593487,0.101849202815884,"Std"
"MOD1147",0.0946755078157921,0.110880831040239,-0.0712390374417002,"Std"
"MOD1164",0.434081412905866,0.289750597799079,0.243463451328629,"Std"
"MOD1168",0.0884073842621345,0.0414160064223643,0.022069003291623,"Std"
"MOD1184",0.147015034041625,0.0279420874933995,0.218819832145906,"Std"
"MOD1188",0.138139317006261,0.0279314963718067,0.0778367780619036,"Std"
"MOD1192",0.27028451447489,0.111144103245798,0.172014522178613,"Std"
"MOD1195",0.169116448827618,-0.00988487570256189,0.0989812019665905,"Std"
"MOD1209",0.187324364116799,0.161088283809322,0.107279497819804,"Std"
"MOD1220",0.198566661310197,0.0724000483523043,0.0534461669573599,"Std"
"MOD1239",0.135768403094102,0.0774334122136089,0.303823160026661,"Std"
"MOD1252",0.0371094049193985,0.0697932647058796,0.0910383250013554,"Std"
"MOD1256",0.148045878757548,0.0279965535076322,0.072823151191536,"Std"
"MOD1262",0.12555006622824,0.0213403928027617,0.142708383284262,"Std"
"MOD1266",0.149964935680291,0.137512892684488,0.201956685915135,"Std"
"MOD1277",0.0534512988782161,0.0235050128762304,0.00791065432180299,"Std"
"MOD1293",0.393278148315482,0.168153232616988,0.151809414053117,"Std"
"MOD1302",0.183832111953041,0.115433067677498,0.000423493884935194,"Std"
"MOD1310",0.205181179614244,0.155287778694677,0.250507122265113,"Std"
"MOD1312",0.0118488886412173,0.146951158123644,0.24431595270101,"Std"
"MOD1315",-0.0113160141086681,0.122586860093427,0.0840762469093856,"Std"
"MOD1319",0.135784180072911,0.0115107905873797,0.0195502077096042,"Std"
"MOD1325",0.1234689656116,-0.00821673312047582,0.0108076171899412,"Std"
"MOD1337",0.189922030036039,0.17983967400702,0.137135459236251,"Std"
"MOD1347",0.12738204923745,0.0219124291178245,-0.0098394723343755,"Std"
"MOD1357",0.0402307874819236,0.0370549180730777,-0.0788757843631294,"Std"
"MOD1384",0.0663040588044892,0.107204220857337,0.150672646874742,"Std"
"MOD1388",0.0491907362517868,0.0624451600057044,0.00165127803912501,"Std"
"MOD1390",0.0929145060561454,-0.049217165366172,0.0943551434781311,"Std"
"MOD1391",-0.0706882972813581,-0.0424821528607237,-0.149155032503566,"Std"
"MOD1394",0.14550615532289,0.00951665108483618,0.0587257768686616,"Std"
"MOD1395",0.0718087711076514,0.0314764004476474,0.176254732438289,"Std"
"MOD1397",0.102065504216366,0.0553872931852628,0.029611256160258,"Std"
"MOD1405",0.0198677280572724,-0.0256573945779066,-0.0223198029686217,"Std"
"MOD1414",0.122358166322914,0.0736797874314376,0.197621264504046,"Std"
"MOD1416",0.0335524010228489,0.0361051859502795,0.191547758365467,"Std"
"MOD1420",0.07252219838255,0.111591599882307,0.156506248892392,"Std"
"MOD1421",0.0704375401266334,0.0911536630555016,0.0350422700940576,"Std"
"MOD1426",0.208507631249384,-0.0357042004122337,0.0073850905838559,"Std"
"MOD1433",0.0198403153310359,-0.0208519384220317,0.0853877828130879,"Std"
"MOD1448",0.132874164155635,0.114116882330189,0.1406675223795,"Std"
"MOD1468",0.294603110441291,0.0410081613573027,0.0275839353239868,"Std"
"MOD1469",0.101561642418985,0.103081664397183,-0.0194411809163309,"Std"
"MOD1470",-0.103711176020915,0.0540532404576133,0.0091850390143566,"Std"
"MOD1475",0.0736138868209554,-0.0466372562700184,0.127685475114305,"Std"
"MOD1481",0.162727622310035,0.0131209242515121,0.112723329070693,"Std"
"MOD1482",0.0588836574775554,-0.0519963613338953,0.062207220517987,"Std"
"MOD1483",0.104360129618726,0.10558222330829,0.135621960134095,"Std"
"MOD1484",0.16941646933414,-0.0288096714952958,0.0624586013567108,"Std"
"MOD1493",-0.0334799770211367,0.019842544822238,0.0439004274658748,"Std"
"MOD1502",0.161439186095819,0.082286368902603,0.145409221442961,"Std"
"MOD1503",0.211717317133857,0.241539458253323,0.0634253592428225,"Std"
"MOD1504",-0.00136772127522436,0.220782887867061,0.290280131829333,"Std"
"MOD1508",0.146414595184014,0.115042461340503,0.0966959638047648,"Std"
"MOD1516",0.183054332377006,0.0659258402870878,-0.0692465765577443,"Std"
"MOD1517",0.031943880912877,0.145753503690181,0.0548445765840403,"Std"
"MOD1518",0.249751820706711,-0.0399115015312274,0.0202908850071547,"Std"
"MOD1522",0.0438637948443122,-0.0119586128647215,-0.0733985184421831,"Std"
"MOD1532",0.0702042656390048,0.0509070165969563,-0.0280039722942277,"Std"
"MOD1533",0.180905021187906,0.120134437578417,0.166006835357151,"Std"
"MOD1558",0.135131965771159,-0.0217886751399061,0.0428823033393724,"Std"
"MOD1567",0.219182922123336,-0.076376890817478,0.0522056094911035,"Std"
"MOD1578",0.34881065709297,0.516744251294265,0.153159858912525,"Std"
"MOD1669",0.126666751526153,0.0351201012566108,-0.0100467973554305,"Std"
"MOD1675",0.193514009373026,0.0085922398019288,0.0564915602211844,"Std"
"MOD1689",0.114210912620886,0.169500049839563,-0.0149094516623335,"Std"
"MOD1699",0.00382253879528715,0.0928418449401759,0.143621653400671,"Std"
"MOD1707",0.18957364623659,0.140647982057943,0.21531850845475,"Std"
"MOD1711",0.307353135856854,0.245994144998825,0.163021142555318,"Std"
"MOD1714",0.199736662993872,0.0347397880420061,0.0528769812331371,"Std"
"MOD1729",0.0805518954448092,0.0630452849955963,0.147829418449613,"Std"
"MOD1731",-0.0670307347163945,-0.0221350997465065,-0.0795475392166808,"Std"
"MOD1735",0.00858614295224372,-0.0204581323902095,0.0311204036219626,"Std"
"MOD1740",0.0576910424561806,-0.0946703547304878,0.0633987552504231,"Std"
"MOD1771",0.0853676407044218,0.089397269654596,0.103827554841087,"Std"
"MOD1774",0.113790793499627,0.0837949253595374,0.0163998960334984,"Std"
"MOD1775",0.142585132901868,-0.0360010682451129,0.0121676292838437,"Std"
"MOD1783",0.106345411319572,0.187625744233758,0.141940911962924,"Std"
"MOD1785",0.0543894828493274,0.0914466382124835,-0.0249902250436253,"Std"
"MOD1790",0.132870562001516,0.178124027608535,0.0542167215514904,"Std"
"MOD1795",-0.0620357661242684,-0.036012276920391,0.0893018539574518,"Std"
"MOD1800",-0.128763956810321,0.0510617728688386,0.0135031984722822,"Std"
"MOD1805",0.114717691570939,0.0539859768222468,0.0141624111693134,"Std"
"MOD1810",0.0967140224605412,0.00909115902766666,0.109689472708149,"Std"
"MOD1812",0.0828511213003516,0.311356204395541,0.0546792581115037,"Std"
"MOD1814",0.119786834898773,0.082252533531734,0.20239993072367,"Std"
"MOD1816",0.204323164649821,-0.0950693846116567,0.00235315861363575,"Std"
"MOD1824",-0.0411890371980664,0.0794230942867592,0.0671500208301373,"Std"
"MOD1846",0.0560366947114459,0.148684492464546,0.117184283901491,"Std"
"MOD1852",0.0637169747675842,0.118256308858623,0.202408220140888,"Std"
"MOD2005",0.0197993664590307,-0.000108892789558804,0.145828044910364,"Std"
"MOD2013",0.0372209116771038,-0.0226357583033355,0.0334485982447445,"Std"
"MOD2023",0.340985925038641,0.402730585063271,0.141257869198335,"Std"
"MOD2025",0.107557566041407,0.231962643740554,0.0316312024551742,"Std"
"MOD2044",0.298191136158369,0.0170756782319272,0.116491684171405,"Std"
"MOD2059",0.0555130638469531,0.0158428720558193,0.106798432102735,"Std"
"MOD2062",0.0467819608655242,-0.00127707841177564,-0.0280195762277776,"Std"
"MOD2065",0.12996636821304,-0.0407508900191457,-0.0162475224394309,"Std"
"MOD2067",0.113162353832052,0.140392666659964,0.109814596461877,"Std"
"MOD2084",0.109255067092119,-0.00187624605117668,0.0580104199416801,"Std"
"MOD2119",0.0844462220556232,0.0541415944599516,0.171125203556139,"Std"
"MOD2129",0.00984024184999467,0.13639491312232,0.126158691533467,"Std"
"MOD2143",0.107960174627962,0.160742345046554,0.0925423765407773,"Std"
"MOD2148",0.0954591648191554,0.0442775509320549,-0.0315169173689778,"Std"
"MOD2157",0.168662624689078,0.08593456211552,0.26903353877225,"Std"
"MOD2162",0.177888637467978,0.223899153236133,0.320463988627657,"Std"
"MOD2164",0.365581549928865,0.184583498849805,0.195617481387905,"Std"
"MOD2187",0.0166272102662893,0.0754341469113002,0.123199386461392,"Std"
"MOD2201",0.209972943379277,-0.0183634926627982,0.130767692486219,"Std"
"MOD2203",0.00506087041850859,-0.0454020764432569,-0.0259877374358053,"Std"
"MOD2215",0.135898255622549,0.0352337090041519,0.117639490256387,"Std"
"MOD2237",0.0253660281728331,-0.0382915199366501,-0.067954446631549,"Std"
"MOD2239",0.10566159496279,0.106151451506887,0.162910135159692,"Std"
"MOD2240",0.271704016067107,0.205990567835391,0.169270779725425,"Std"
"MOD2245",0.0135762515022064,0.0739178736557367,0.0583587186926619,"Std"
"MOD2248",0.169265502867139,0.0971779088477062,0.103661604939723,"Std"
"MOD2249",0.134951545660739,0.0770529228218834,-0.0687015372444399,"Std"
"MOD2250",0.0409641263971998,0.138674691728291,-0.00658271998664367,"Std"
"MOD2253",0.0229405144314997,0.0676150512230679,0.0580028426844371,"Std"
"MOD2268",0.250546720678027,0.206340173592945,0.181284449853859,"Std"
"MOD2272",0.143883645116261,0.0799003294124441,0.149843533340005,"Std"
"MOD2273",0.170847866546098,0.0468737183125273,0.108041860439114,"Std"
"MOD2274",0.0653005275494249,0.00869965624287052,0.0346389760644508,"Std"
"MOD2281",0.0299452819583022,0.0231611740805996,0.150169789457258,"Std"
"MOD2286",0.0680931598459693,0.0215028557145917,0.0490886528304149,"Std"
"MOD2290",0.190077399192865,0.198168784419496,0.368844566475401,"Std"
"MOD2298",0.0220208001931553,0.0674050792435365,0.189567066245411,"Std"
"MOD2336",0.0254676020501136,0.065795390652115,-0.00852202012189679,"Std"
"MOD2348",0.156754906258485,-6.33031494367475e-05,0.103446493178457,"Std"
"MOD2349",0.0534009526787997,0.017839205548498,0.089014425228897,"Std"
"MOD2351",-0.0134088261462693,0.117410991903298,-0.00305868251503588,"Std"
"MOD2354",0.207063811969791,0.094251856197962,-0.0326358389831747,"Std"
"MOD2355",0.0976718997184455,-0.0215110939400107,0.13453084571175,"Std"
"MOD2356",0.0989857731702735,0.0120036918726497,-0.0161831960562595,"Std"
"MOD2365",0.110324873737452,0.159713077477282,0.108122703278698,"Std"
"MOD2454",0.0760827348262039,0.0249018723457623,0.089991586128001,"Std"
"MOD2458",0.0523955781653131,0.00686814841520085,-0.0469073446882694,"Std"
"MOD2463",0.042132035535471,0.0401213559932119,-0.00227246342947493,"Std"
"MOD2467",0.0545549325083169,0.140522064487441,0.0765340477109632,"Std"
"MOD2484",-0.0194101521633521,0.000726875244270642,0.063493332313336,"Std"
"MOD2492",0.142921741589266,0.098027344864297,0.261248634288209,"Std"
"MOD2497",0.181373913449426,-0.0573140559825334,0.0704610639500086,"Std"
"MOD2517",0.0126152063181923,0.0129836904641155,0.115009389963251,"Std"
"MOD2521",0.0782875259071695,-0.00397522066585946,0.0370826517710688,"Std"
"MOD2527",0.182473919281281,0.0743153509858248,0.196186842804437,"Std"
"MOD2532",0.133680080695787,-0.046794967494769,0.0599295229518427,"Std"
"MOD2540",0.0998049056203292,0.0602926263159131,0.114413549520936,"Std"
"MOD2561",0.245981666081192,0.0599543277335264,0.235572040628305,"Std"
"MOD2567",0.198253716647055,0.117641027174188,0.112627276505745,"Std"
"MOD2568",0.0680711632415523,-0.00967483030171275,-0.0384723577059941,"Std"
"MOD2575",0.0770974522983544,-0.00586317410500641,0.0784189503649107,"Std"
"MOD2578",0.105073998418559,-0.102441536559659,0.0859687426966647,"Std"
"MOD2585",0.251778801466992,0.0831028511123464,0.140639742926982,"Std"
"MOD2589",0.161251398544406,0.0704533352318155,0.0462493628238806,"Std"
"MOD2590",0.015783773664511,0.0865216129557514,0.021322017854179,"Std"
"MOD2612",0.0261996176849015,-0.0642492443158593,0.0693330137671582,"Std"
"MOD2617",0.144042096515997,0.0135803095302864,-0.160632161356133,"Std"
